GEOID,dac_status,nearest_sta_miles,second_nearest_sta_miles,stas_05mi,stas_10mi,stas_20mi,stas_55mi,stations,bg_sta1d,bg_sta2d
060650456082,not DAC status,107.31935695146413,108.75053984941484,0,0,0,0,18,No stations within 55 miles,No stations within 55 miles
060650456091,not DAC status,108.41860162276248,109.84978452071319,0,0,0,0,17,No stations within 55 miles,No stations within 55 miles
060650456092,not DAC status,110.3082183938857,111.73940129183639,0,0,0,0,16,No stations within 55 miles,No stations within 55 miles
060650456093,not DAC status,109.41432924667238,110.84551214462309,0,0,0,0,16,No stations within 55 miles,No stations within 55 miles
060650457031,not DAC status,106.49532039495486,107.92650329290555,0,0,0,0,19,No stations within 55 miles,No stations within 55 miles
060650457032,not DAC status,106.9857684897786,108.41695138772928,0,0,0,0,18,No stations within 55 miles,No stations within 55 miles
060650457041,not DAC status,105.41154043506033,106.84272333301104,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650457051,not DAC status,105.51754541980547,106.94872831775618,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650457061,80-85%,105.7923401742258,107.22352307217649,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650457062,80-85%,105.88661700144296,107.31779989939366,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650457071,75-80%,104.94688944211956,106.37807234007025,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650457072,75-80%,104.29330454997472,105.72448744792543,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650457073,75-80%,104.61793977283125,106.04912267078194,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650459001,not DAC status,194.39261813970768,195.82380103765837,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650459002,not DAC status,196.2402164330209,201.8154155057922,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650461011,not DAC status,197.94031311853942,199.3714960164901,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650461012,not DAC status,198.19280068072848,199.62398357867917,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650461021,not DAC status,196.43108230298887,197.86226520093956,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650461031,not DAC status,197.68592721012317,199.1171101080739,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650461032,not DAC status,198.69325962121158,200.1244425191623,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650462001,75-80%,197.43538066212045,198.86656356007114,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650462002,75-80%,197.99764342625699,199.42882632420768,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650464011,not DAC status,NA,NA,NA,NA,NA,NA,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464012,not DAC status,NA,NA,NA,NA,NA,NA,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464021,not DAC status,45.88064096176254,48.707320857059884,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464022,not DAC status,47.03113847420035,49.8578183694977,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464031,not DAC status,43.94034245429985,46.7670223495972,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464032,not DAC status,42.32306836527093,45.14974826056827,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464033,not DAC status,43.0293151547689,45.85599505006625,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464041,not DAC status,41.003725114586004,43.830405009883336,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464042,not DAC status,40.41562664416676,43.2423065394641,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464051,not DAC status,43.15554746422442,45.98222735952176,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650464052,not DAC status,42.58071116496759,45.40739106026492,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650465001,90-95%,31.031543429396365,33.22059621646656,0,0,0,12,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650465002,90-95%,30.56121490165314,33.7235029839226,0,0,0,11,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650465003,90-95%,30.09481527108902,33.25710335335848,0,0,0,12,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650465004,90-95%,30.290603515218205,32.98501141418597,0,0,0,12,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650466011,not DAC status,19.88256012647997,20.48158545364381,0,0,1,18,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650466021,not DAC status,18.557720858190464,20.17999189848976,0,0,1,19,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650466022,not DAC status,18.603120165290143,19.202145492453983,0,0,2,20,25,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060650467001,95-100% (highest scores),35.38584308014261,37.69728299979391,0,0,0,8,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650467002,95-100% (highest scores),36.40346259460367,37.16788244515502,0,0,0,8,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650467003,95-100% (highest scores),36.639479481765,36.851280326840175,0,0,0,8,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650468001,not DAC status,39.859270324921596,40.20525135073885,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650468002,not DAC status,38.77417256170105,40.20535545965178,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650468003,not DAC status,39.01422231294483,40.44540521089556,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650469001,not DAC status,154.1399634278635,155.57114632581423,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650470001,not DAC status,202.07272132709036,203.50390422504105,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650470002,not DAC status,202.3966283959498,203.82781129390048,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060650472011,not DAC status,85.22140268904243,86.65258558699317,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060650472021,not DAC status,90.05287035073397,91.4840532486847,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060650479001,not DAC status,20.360659766559312,23.18733966185664,0,0,0,17,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650479002,not DAC status,19.384155249924262,22.210835145221587,0,0,1,18,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650479003,not DAC status,19.782664992450137,22.60934488774747,0,0,1,17,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650479004,not DAC status,18.83850220889038,21.665182104187707,0,0,1,19,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650479005,not DAC status,19.286225453297014,22.112905348594346,0,0,1,19,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650481001,not DAC status,19.658408981267545,22.48508887656487,0,0,1,17,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650482001,not DAC status,19.143914135475004,21.97059403077233,0,0,1,19,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650482002,not DAC status,19.458115111250642,22.284795006547967,0,0,1,18,25,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060650483001,not DAC status,41.6735420286064,41.88534287368158,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650483002,not DAC status,42.65619140067234,43.130427902470224,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650487001,not DAC status,41.61527397306144,41.827074818136616,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650487002,not DAC status,41.201317337123406,41.35118573944279,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650488001,90-95%,40.41722586745275,42.462454732868395,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650488002,90-95%,41.00731098626684,41.21911183134202,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650489011,not DAC status,40.51592724566694,40.727728090742104,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650489021,75-80%,40.015215388539005,40.22701623361418,0,0,0,6,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650489022,75-80%,41.00280839944577,41.21460924452095,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650490001,not DAC status,42.51415426105315,42.725955106128325,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650490002,not DAC status,42.17869309272151,42.390493937796684,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650490003,not DAC status,44.06769571053737,44.279496555612546,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650491001,not DAC status,103.54930383124396,104.98048672919467,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060650491002,not DAC status,102.58014447585181,104.0113273738025,0,0,0,0,21,No stations within 55 miles,No stations within 55 miles
060650491003,not DAC status,102.61994547087669,104.05112836882738,0,0,0,0,21,No stations within 55 miles,No stations within 55 miles
060650494001,not DAC status,97.8750341237964,99.3062170217471,0,0,0,0,22,No stations within 55 miles,No stations within 55 miles
060650494002,not DAC status,97.94946739630369,99.3806502942544,0,0,0,0,22,No stations within 55 miles,No stations within 55 miles
060650495001,75-80%,102.10982004295799,103.54100294090868,0,0,0,0,21,No stations within 55 miles,No stations within 55 miles
060650495002,75-80%,102.59003538323799,104.02121828118868,0,0,0,0,21,No stations within 55 miles,No stations within 55 miles
060650496001,not DAC status,49.95862751119931,52.666885171476785,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650496002,not DAC status,49.98685039868909,52.88421267213088,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650496003,not DAC status,49.25951792781871,52.46919283289026,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650497001,not DAC status,47.68622115849959,50.51290105379693,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650497002,not DAC status,50.09723651515814,52.923916410455476,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650497003,not DAC status,46.52417347984315,49.35085337514049,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650498001,not DAC status,48.90711460314765,51.733794498444986,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650498002,not DAC status,49.97588815492787,51.02935291260851,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650503001,not DAC status,50.96013790746992,53.45858124099567,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650503002,not DAC status,53.28754809846967,54.68227253221365,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650503003,not DAC status,52.86426680002314,54.773789288222815,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650503004,not DAC status,52.90567800874159,54.30040244248557,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650504001,not DAC status,50.33002283996856,52.956994334673745,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650504002,not DAC status,48.75724105792133,51.583920953218666,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650504003,not DAC status,48.114580880278396,50.941260775575735,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650504004,not DAC status,49.40375800781178,52.23043790310912,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650504005,not DAC status,49.698534127214764,52.5252140225121,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650505001,not DAC status,50.00639683090273,52.57554128630581,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650505002,not DAC status,50.81796275707465,52.58309245661788,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650505003,not DAC status,50.583915973977625,51.144794786731346,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650505004,not DAC status,50.856519971005,52.62164967054823,0,0,0,2,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650505005,not DAC status,50.81469536470047,51.76724275250807,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650506001,not DAC status,47.006138653972506,49.832818549269845,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650506002,not DAC status,46.264845121634195,49.091525016931534,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650506003,not DAC status,47.56085091934494,50.387530814642275,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650506004,not DAC status,48.21420623312646,51.04088612842379,0,0,0,4,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650507001,not DAC status,50.638189870554946,53.46486976585228,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650507002,not DAC status,50.338590199030186,53.16527009432753,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650507003,not DAC status,50.25291622739629,53.07959612269364,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650507004,not DAC status,49.227608844430584,52.05428873972794,0,0,0,3,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650509001,not DAC status,34.1746404143195,35.53469109634555,0,0,0,10,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650509002,not DAC status,33.18417353253923,33.83204648732179,0,0,0,11,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650509003,not DAC status,33.66862626885764,34.31649922364019,0,0,0,11,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650511001,not DAC status,41.617962800227176,41.82976364530236,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650511002,not DAC status,42.119735011925975,42.33153585700115,0,0,0,5,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060650512001,not DAC status,45.20684251108041,57.409807608067794,0,0,0,1,25,Nearest station 20-55 miles away,One station within 55 miles
060650512002,not DAC status,48.07542540116009,56.60734567650154,0,0,0,1,25,Nearest station 20-55 miles away,One station within 55 miles
060650513001,not DAC status,56.49774436516751,57.36452726178718,0,0,0,0,25,No stations within 55 miles,No stations within 55 miles
060650513002,not DAC status,57.51980216081216,58.52899420683091,0,0,0,0,25,No stations within 55 miles,No stations within 55 miles
060650514001,not DAC status,96.33198471782096,97.76316761577166,0,0,0,0,23,No stations within 55 miles,No stations within 55 miles
060650514002,not DAC status,95.78620547292753,97.21738837087824,0,0,0,0,23,No stations within 55 miles,No stations within 55 miles
060650514003,not DAC status,98.59840958099792,100.02959247894862,0,0,0,0,22,No stations within 55 miles,No stations within 55 miles
060659401001,not DAC status,230.13154089015157,231.5627237881023,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060659401002,not DAC status,213.92063051270765,215.35181341065834,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060659404001,85-90%,103.61936703088863,105.05054992883933,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060659404002,85-90%,103.65984011991551,105.09102301786622,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060659405001,not DAC status,81.85420515140264,83.28538804935334,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659405002,not DAC status,87.70919239893364,89.14037529688436,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659406001,not DAC status,87.93939833374428,89.37058123169497,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659406002,not DAC status,88.17749234641562,89.60867524436632,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659407001,not DAC status,83.68718530264391,85.11836820059463,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659407002,not DAC status,84.22982627492286,85.66100917287358,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659408001,not DAC status,83.21125525497725,84.64243815292795,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659408002,not DAC status,83.64389389147095,85.07507678942167,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659409001,not DAC status,88.68856156672607,90.11974446467678,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659409002,not DAC status,88.38698178817353,89.81816468612425,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659410001,not DAC status,86.66374741883098,88.0949303167817,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659410002,not DAC status,86.33506013016245,87.76624302811317,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659410003,not DAC status,85.12508769613366,86.55627059408437,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659410004,not DAC status,85.43375425934123,86.86493715729195,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659411001,not DAC status,87.03101239742821,88.46219529537893,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659411002,not DAC status,87.54334341373847,88.97452631168919,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659412001,not DAC status,82.77782934295784,84.20901224090856,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659412002,not DAC status,81.94697796608175,83.37816086403245,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659412003,not DAC status,83.37690606692881,84.80808896487952,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659413001,not DAC status,81.60975598286691,83.04093888081762,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659413002,not DAC status,80.36003204644203,81.79121494439275,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659414001,not DAC status,81.85176772317155,83.28295062112227,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659414002,not DAC status,81.60620253035178,83.03738542830251,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659414003,not DAC status,82.10495874925725,83.53614164720798,0,0,0,0,24,No stations within 55 miles,No stations within 55 miles
060659415001,not DAC status,NA,NA,NA,NA,NA,NA,25,No stations within 55 miles,No stations within 55 miles
060659800041,not DAC status,33.21560681507354,33.424809457009516,0,0,0,12,25,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060659810001,not DAC status,174.30594253417925,175.73712543212997,0,0,0,0,0,No stations within 55 miles,No stations within 55 miles
060670001001,not DAC status,4.60492586907061,5.692578089220794,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670001002,not DAC status,4.262264177528322,6.019462269856454,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670001003,not DAC status,3.323045908030555,6.021071994566484,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670002001,not DAC status,4.507289053150212,5.790214905141192,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670002002,not DAC status,4.016257112391508,5.327860790205532,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670002003,not DAC status,4.490759599953697,4.853358302643343,2,2,3,3,20,Nearest station within 5 miles,Second-nearest station within 5 miles
060670002004,not DAC status,5.071264952224631,5.2262390060667725,0,2,3,3,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060670003001,not DAC status,4.842393544908806,5.495586328446817,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670003002,not DAC status,4.727359479587815,5.570144478703589,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670003003,not DAC status,4.336190325358959,5.961313632932445,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670004001,not DAC status,3.9603852070196712,5.918332013836243,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670004002,not DAC status,3.800428033955313,5.782954439869969,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670004003,not DAC status,3.495981290268835,6.304381037883529,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670004004,not DAC status,3.49846885245789,6.301893475694475,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670005001,85-90%,3.0367505196186984,6.984382952812274,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670005002,85-90%,3.115730619121186,6.684631709031179,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670005003,85-90%,2.6067554719590964,7.193606856193269,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670006001,85-90%,2.256609434155269,7.543752893997096,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670006002,85-90%,2.699972062807489,7.294830795439293,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670007001,95-100% (highest scores),1.6048291011464089,7.739288801450631,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670008001,75-80%,1.4884556479565278,8.253689071735518,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670008002,75-80%,1.7564071047565804,8.06444153110654,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670011011,85-90%,1.9745242384050519,7.370114657121261,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670011012,85-90%,2.7174487425508405,6.627255459302967,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670012001,not DAC status,2.3547582438515713,7.265495928576795,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670012002,not DAC status,2.6381686186100777,6.94920061384345,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670012003,not DAC status,2.6375367464902766,7.346050730606864,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670013001,not DAC status,3.564318055351263,6.264253639909228,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670013002,not DAC status,3.217459915953917,6.610891227550061,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670013003,not DAC status,3.026539517943967,6.801811625560012,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670014001,not DAC status,3.4849260710658507,5.864373664447827,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670014002,not DAC status,3.2166817336014537,6.127436168995586,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670014003,not DAC status,3.0257613355915036,6.318356567005536,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670015001,not DAC status,4.3504326744645665,4.998050823055787,2,2,3,3,20,Nearest station within 5 miles,Second-nearest station within 5 miles
060670015002,not DAC status,4.291915813763956,6.150759645375939,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670015003,not DAC status,3.858887332091485,6.284183135333114,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670015004,not DAC status,3.8939058635152004,6.218138386160206,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670015005,not DAC status,3.9493132714794914,5.399170226040861,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670016001,not DAC status,4.584493609125439,4.7639898883949146,2,2,3,3,20,Nearest station within 5 miles,Second-nearest station within 5 miles
060670016002,not DAC status,4.0888468429562845,5.259636654564069,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670016003,not DAC status,4.720989100272704,5.698961637632672,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670016004,not DAC status,5.209217356818725,5.233458102321171,0,2,3,3,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060670016005,not DAC status,4.734701883415698,5.707973575724198,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670017001,not DAC status,4.21479817006878,6.014410410982204,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670017002,not DAC status,4.935203686241537,5.294004894809447,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670017003,not DAC status,4.6698357727783195,6.117634325773023,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670017004,not DAC status,5.19636807888905,5.433959905147009,0,2,3,3,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060670017005,not DAC status,4.588393844693303,5.7884027540178815,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670018001,not DAC status,3.5167514932810264,6.590354699262265,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670018002,not DAC status,3.5977890798516605,6.819626322076924,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670018003,not DAC status,3.6259938812034687,7.161476217347873,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670018004,not DAC status,3.9394267170243644,6.848043381526978,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670018005,not DAC status,4.168904328964663,6.618565769586679,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670019001,not DAC status,3.220690795124576,6.763018849221523,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670019002,not DAC status,3.0598955374955583,6.82552652423948,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670019003,not DAC status,2.897248606826985,7.086034966848993,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670020001,85-90%,2.249566305789261,7.7294885087678775,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670020002,85-90%,2.491701383384737,7.494464925517769,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670020003,85-90%,2.0208758239173363,7.867718267766333,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670021001,85-90%,1.637964010048738,8.604555978597318,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670021002,85-90%,1.87270063414747,8.106354180409669,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670021003,85-90%,1.5469283629606032,8.341665728723065,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670022001,90-95%,1.5669645027381567,9.055651401608758,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670022002,90-95%,1.5862440851780217,9.074930984048622,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670022003,90-95%,3.020379463162259,9.486912615677587,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670022004,90-95%,2.715031204455791,9.181564356971121,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670023001,not DAC status,2.49980499977734,7.8332570328787705,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670023002,not DAC status,2.78643313950535,8.07414825091228,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060670023003,not DAC status,2.4695046593055503,8.382101549230406,1,2,3,3,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
