GEOID,dac_status,nearest_sta_miles,second_nearest_sta_miles,stas_05mi,stas_10mi,stas_20mi,stas_55mi,stations,bg_sta1d,bg_sta2d
060133332004,not DAC status,5.1905715809888,18.104648494929094,0,1,2,13,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133332005,not DAC status,4.398554270283289,17.853734519231676,1,1,2,13,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133340011,not DAC status,5.026807444111554,17.183532769348187,0,1,3,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133340012,not DAC status,4.101428022325962,17.473186594808485,1,1,2,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133340041,not DAC status,7.092852132840359,18.232399151321165,0,1,2,13,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133340042,not DAC status,6.414281203239444,17.745266727365298,0,1,2,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133340043,not DAC status,5.242409783225408,18.14806717497609,0,1,2,13,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133340044,not DAC status,5.6925966826576735,17.83850421012578,0,1,2,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133340061,not DAC status,4.797327139953872,16.93269072374857,1,1,3,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133340062,not DAC status,5.899078003445072,17.002506491926322,0,1,3,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133340063,not DAC status,5.731789446231142,16.835217934712393,0,1,3,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133342001,not DAC status,7.925544764816488,9.239119181888084,0,2,4,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133342002,not DAC status,7.691232298090212,9.01512984760059,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133342003,not DAC status,7.848683041861768,10.458778089732423,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133342004,not DAC status,6.259917602757667,11.245763651613123,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133342005,not DAC status,6.615638995792493,11.601485044647948,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133350001,not DAC status,3.626545593705892,17.64632229356131,1,1,2,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133350002,not DAC status,3.0388279086706103,17.76124549200399,1,1,2,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133350003,not DAC status,2.5269849757153526,16.81013501446392,1,1,3,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361011,not DAC status,2.473722471940915,16.853274442256673,1,1,3,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361012,not DAC status,2.5530243396674575,16.4228284535921,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361013,not DAC status,3.104876862877859,16.230951318321072,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361021,not DAC status,2.6351138919062636,16.340738901353294,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361022,not DAC status,2.009316773528777,16.3115633500884,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361023,not DAC status,2.145064140662482,16.51247748651505,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133361024,not DAC status,2.223422349617706,16.590835695470272,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133362011,not DAC status,1.829211045258287,15.753879476731205,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133362012,not DAC status,2.3184439997463695,16.287654056397233,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133362013,not DAC status,2.6642151440249764,15.941882912118627,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133362021,not DAC status,3.1700437352139175,15.118658739899672,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133362022,not DAC status,3.1916591315287697,15.414678640397184,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133362023,not DAC status,2.8377226067115435,15.76837544943206,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133371001,not DAC status,4.918762522833751,16.445748109396696,1,1,3,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133371002,not DAC status,3.469221021672808,17.48899772152823,1,1,3,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133372001,not DAC status,3.0607226340221376,16.275105547176796,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133372002,not DAC status,3.2415424562812576,16.32967364470064,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133372003,not DAC status,3.3509951925996657,16.439126381019047,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133372004,not DAC status,3.773369615757726,15.98183151598454,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133372005,not DAC status,4.6319767975112,15.827898278336713,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133372006,not DAC status,4.256999587358541,15.52721177921163,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133373001,not DAC status,5.019502444133117,14.839110938403136,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133373002,not DAC status,4.661502626743786,15.19512990402661,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133373003,not DAC status,5.013283079118911,15.550765736747664,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133373004,not DAC status,5.814722183483628,16.03399935874703,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133373005,not DAC status,5.121226392980422,16.749433471819046,0,1,3,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133373006,not DAC status,5.787688264930578,14.892830204518175,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133381011,not DAC status,3.2776170696362126,15.329545873557171,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133381012,not DAC status,3.463240499379872,15.911049426293946,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133381013,not DAC status,3.1393953411528295,15.078068384181389,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133381021,not DAC status,3.1435552410350143,14.506489500545541,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133381022,not DAC status,3.524967480456312,14.937193204066311,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133381023,not DAC status,4.334589934549754,14.862445236402824,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133382011,not DAC status,4.252500382310949,14.780355684164018,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133382012,not DAC status,5.270942692159546,13.779077613528383,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133382031,not DAC status,4.074320394481303,13.005363740825306,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133382032,not DAC status,3.6546574469551847,13.541165434802185,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133382033,not DAC status,4.692461169228016,12.745598875582097,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133382041,not DAC status,5.653118424015775,12.92673688984692,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133382042,not DAC status,5.141077363245276,12.166534016056815,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133382043,not DAC status,4.524444727199652,13.56529592618837,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133382044,not DAC status,4.254771886042249,13.61825830978595,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133383011,not DAC status,5.919420422860637,14.996450286292161,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133383012,not DAC status,5.20873771135558,13.704732363744935,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133383021,not DAC status,5.783101692087395,14.269819426444364,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133383022,not DAC status,6.440153716105782,14.930357529741691,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133383023,not DAC status,5.075390249301326,13.562107983658295,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133390011,not DAC status,6.091665872810897,10.65126689671901,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133390012,not DAC status,6.861983155619425,9.875641828369451,0,2,4,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133390021,not DAC status,5.410792276874555,11.33693074065592,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133390022,not DAC status,5.4924476718510835,11.174487696156007,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133390023,not DAC status,4.948268834420335,11.718666533586756,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133390024,not DAC status,4.5691848257200816,12.177690440370094,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400011,not DAC status,3.4978052083959383,14.021774453005962,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400012,not DAC status,3.725230261170098,13.240834460070824,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400013,not DAC status,4.377654822637285,13.133385550428422,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400014,not DAC status,4.824794126119872,12.686246246945833,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400021,not DAC status,4.812838901228632,14.157719430634613,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400022,not DAC status,4.567331439552707,12.943708933512998,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133400023,not DAC status,5.02372359570701,12.29383331162245,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133400024,not DAC status,7.117125468476618,12.564379161200504,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133400025,not DAC status,6.818428981686507,12.265682674410394,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133400026,not DAC status,5.674529493849712,13.015524486762851,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133410001,not DAC status,6.395284858210024,11.826861061915787,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133410002,not DAC status,7.098549171786176,11.66496164963861,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133410003,not DAC status,6.723901618502428,12.171155311226315,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430011,not DAC status,7.087373110714714,11.921707436646741,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430012,not DAC status,6.764880221475786,11.189941287130313,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430013,not DAC status,5.7940180837325395,12.000356046739078,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430014,not DAC status,6.31563193956948,10.789304893851082,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430021,not DAC status,5.903470820050948,11.890903310420672,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430022,not DAC status,5.367678806515256,13.854396540872225,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430031,not DAC status,7.670084553500784,11.338995993860673,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133430032,not DAC status,7.664135154037489,10.043762793578429,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133451011,not DAC status,4.0943480665271395,12.967604365635752,1,1,4,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451012,not DAC status,4.100566971999776,12.961385460163116,1,1,4,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451013,not DAC status,3.993974295560985,13.261258015654665,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451014,not DAC status,4.17233322173403,13.128566702113387,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451021,not DAC status,3.3325321461291297,13.463978997781684,1,1,4,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451022,not DAC status,2.931412743144055,13.06285959479661,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451023,not DAC status,2.04338355012071,14.150938403022568,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451031,not DAC status,3.6163918665996153,14.437169144263313,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451032,not DAC status,3.070746734200312,14.184485577015337,1,1,4,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451033,not DAC status,2.2573138983794165,14.364868751281275,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451051,not DAC status,1.5935930740910187,12.81675119962094,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451052,not DAC status,2.3945880989666404,13.617746224496562,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451053,not DAC status,2.8709562581706205,13.823020963949926,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451054,not DAC status,3.911220373025482,13.527106946794673,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451081,not DAC status,0,12.601546799059511,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451082,not DAC status,2.107931378040644,14.316828810748154,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451083,not DAC status,1.0836803070334768,13.193444380203749,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451084,not DAC status,1.6042552412812956,13.714019314451567,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451111,not DAC status,1.1084731844944882,12.469602493929724,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451112,not DAC status,1.100496869863848,13.208051722765704,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451113,not DAC status,2.406667159762288,12.538114011414843,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451121,not DAC status,3.760023981396198,15.64896478595855,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451122,not DAC status,2.390891577045619,14.59978900975313,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451131,not DAC status,1.7603570741891323,13.969254506896643,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451132,not DAC status,4.8984716279864715,15.668701785409622,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451141,not DAC status,1.2425997913121924,12.828666494995733,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451142,not DAC status,1.0364139651053204,13.24531139781283,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451143,not DAC status,5.429704868816973,14.406885865011612,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133451144,not DAC status,2.157647800459178,13.3808059259891,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451151,not DAC status,2.7838064914289467,12.278657287371608,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451152,not DAC status,2.6956004611048687,11.85141848140146,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451161,not DAC status,2.2459061073368334,12.08089401134458,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133451162,not DAC status,1.9587226712406494,11.127655297249875,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133452021,not DAC status,2.3317141229818996,11.32109650094554,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133452022,not DAC status,1.559853647583079,11.798061857295792,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133452023,not DAC status,2.330895921361322,13.087817897954567,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133452031,not DAC status,5.337874023181087,13.905551071135859,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133452032,not DAC status,4.1512433760277485,12.56387326822326,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133452033,not DAC status,4.816155854829389,11.890206290861412,1,1,4,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133452034,not DAC status,5.50661148778289,11.199750657907913,0,1,4,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133452041,not DAC status,7.527053193612601,9.179308952078202,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133452042,not DAC status,6.79807302815621,15.365750076110983,0,1,2,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133461011,not DAC status,8.591230383373013,9.061650568446204,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133461012,not DAC status,9.76251199846456,10.238033464178097,0,1,4,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133461021,not DAC status,8.497415491321158,10.275797653552107,0,1,5,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133461022,not DAC status,8.248382069569137,10.598158422710904,0,1,5,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133461023,not DAC status,7.73248578744347,13.70065808093157,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462011,not DAC status,7.794668585380242,10.090822283247329,0,1,5,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462012,not DAC status,5.306127025719405,12.001927524165165,0,1,4,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462013,not DAC status,6.357850255560591,13.716405952826136,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462014,not DAC status,7.300493796090891,14.672873614517679,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462031,not DAC status,5.1019429458214995,13.064846076649172,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462032,not DAC status,5.24029178199184,12.477760668613131,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133462041,not DAC status,4.9773611827939925,13.94149360156188,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133462042,not DAC status,4.478974624838896,16.687872057546407,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133462043,not DAC status,6.780593298578453,15.192774112030117,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133470001,not DAC status,4.344500470985401,14.319294694213617,1,1,4,16,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133470002,not DAC status,5.026751134082537,14.279510388357377,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133470003,not DAC status,3.7268514329593065,16.109455286088174,1,1,4,14,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133480001,not DAC status,6.1188743309288,12.54492083427022,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133480002,not DAC status,9.351896237326015,10.357967763377044,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133480003,not DAC status,8.974875235920566,11.119580547459371,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133490001,not DAC status,7.1701791885070785,12.214737834094533,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133490002,not DAC status,9.053389584641716,11.761293218083047,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133490003,not DAC status,7.802402132414717,11.194056803730092,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133500001,not DAC status,8.300618895099577,10.547471772407404,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133500002,not DAC status,9.357605182685077,10.363676708736106,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133500003,not DAC status,10.211521257859408,11.217592783910435,0,0,5,16,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133500004,not DAC status,9.103485856834448,9.73902666037355,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133511011,not DAC status,9.548917050728498,12.738434487618086,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511012,not DAC status,9.549728097075977,12.720713981954992,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511013,not DAC status,8.874787697494666,12.064305134384256,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511021,not DAC status,7.802476493093775,11.000197835021746,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511022,not DAC status,8.339339936300636,11.528857373190226,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511023,not DAC status,7.145190962830951,11.711603440683385,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511031,not DAC status,8.479793662185891,11.646467531937189,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133511032,not DAC status,9.024753852108343,12.195739736987358,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133512001,not DAC status,9.090300845785205,12.327167449330418,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133512002,not DAC status,9.78322511526937,13.77448942346668,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133512003,not DAC status,10.095178524337468,11.681735162487184,0,0,5,16,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133521011,not DAC status,11.427556217356143,11.695621486360855,0,0,6,16,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133521012,not DAC status,9.455011578091682,12.64452901498127,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133521021,not DAC status,9.791750468405953,11.949317335039279,0,1,6,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133521022,not DAC status,12.199269299582163,12.448110247198642,0,0,5,16,19,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133521023,not DAC status,11.377500461878812,12.261958352819791,0,0,5,16,19,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133521024,not DAC status,13.339194672716491,13.58803562033297,0,0,5,16,19,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133522011,not DAC status,10.058536183232542,11.06460770928357,0,0,5,16,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133522012,not DAC status,10.652145419186688,11.658216945237715,0,0,6,16,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133522013,not DAC status,9.5627333220801,10.568804848131128,0,1,6,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133522021,not DAC status,11.780506634863702,13.938073501497028,0,0,4,16,19,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133530011,not DAC status,8.601937459839624,9.60800898589065,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133530012,not DAC status,7.790174709557889,8.796246235608917,0,2,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133530021,not DAC status,8.618104332248198,9.624175858299225,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133530022,not DAC status,9.178500705073137,10.184572231124166,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133530023,not DAC status,7.06380655035391,8.069878076404937,0,2,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133530024,not DAC status,7.751617495627541,8.75768902167857,0,2,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133540011,not DAC status,5.996799364360302,7.222118376654403,0,2,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133540021,not DAC status,9.407340629658407,10.413412155709434,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133540022,not DAC status,8.359585493052142,9.36565701910317,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133540023,not DAC status,9.194162607480003,10.20023413353103,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133540024,not DAC status,7.714911744975177,8.720983271026206,0,2,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060133551071,not DAC status,18.090487652785757,29.90726447494818,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551072,not DAC status,16.62490159216337,28.441678414325793,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551081,not DAC status,18.738523628001566,31.03783810027942,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551082,not DAC status,19.886316546952795,32.18563101923065,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551083,not DAC status,19.83612301077234,32.1354374830502,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551091,not DAC status,18.28486279499013,30.58417726726798,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551092,not DAC status,18.305687807106043,30.605002279383896,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551093,not DAC status,19.22285260673584,31.522167079013705,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551101,not DAC status,20.524443053579724,32.82375752585757,0,0,0,10,19,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060133551102,not DAC status,20.383895789898133,32.683210262175976,0,0,0,10,19,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060133551111,not DAC status,18.851194096925816,31.15050856920368,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551112,not DAC status,19.378612946634334,31.677927418912198,0,0,1,10,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551121,not DAC status,19.420547005220392,21.922459938096072,0,0,1,15,19,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133551122,not DAC status,6.995457991790119,19.20435542449763,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133551123,not DAC status,6.24333978253651,15.730027628072062,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
